Sample,Engraft
LLNLA_6051_E7,6051
LLNLA_6051_E8,6051
LLNLA_6051_E9,6051
LLNLA_6051_F10,6051
LLNLA_6051_F11,6051
LLNLA_6051_F12,6051
LLNLA_6051_F3,6051
LLNLA_6051_F4,6051
LLNLA_6051_F7,6051
LLNLA_6051_F8,6051
LLNLA_6051_F9,6051
LLNLA_6051_G10,6051
LLNLA_6051_G11,6051
LLNLA_6051_G12,6051
LLNLA_6051_G3,6051
LLNLA_6051_G4,6051
LLNLA_6051_G7,6051
LLNLA_6051_G8,6051
LLNLA_6051_G9,6051
LLNLA_6051_H10,6051
LLNLA_6051_H11,6051
LLNLA_6051_H12,6051
LLNLA_6051_H3,6051
LLNLA_6051_H4,6051
LLNLA_6051_H7,6051
LLNLA_6051_H8,6051
LLNLA_6051_H9,6051
LLNLA_control_A10,control
LLNLA_control_A11,control
LLNLA_control_A12,control
LLNLA_control_A3,control
LLNLA_control_A4,control
LLNLA_control_A7,control
LLNLA_control_A8,control
LLNLA_control_B10,control
LLNLA_control_B11,control
LLNLA_control_B12,control
LLNLA_control_B3,control
LLNLA_control_B4,control
LLNLA_control_B7,control
LLNLA_control_B8,control
LLNLA_control_B9,control
LLNLA_control_C10,control
LLNLA_control_C11,control
LLNLA_control_C12,control
LLNLA_control_C3,control
LLNLA_control_C4,control
LLNLA_control_C7,control
LLNLA_control_C8,control
LLNLA_control_C9,control
LLNLA_control_D1,control
LLNLA_control_D10,control
LLNLA_control_D11,control
LLNLA_control_D12,control
LLNLA_control_D3,control
LLNLA_control_D4,control
LLNLA_control_D7,control
LLNLA_control_D8,control
LLNLA_control_D9,control
LLNLA_control_E1,control
LLNLA_control_E10,control
LLNLA_control_E11,control
LLNLA_control_E12,control
LLNLA_control_E3,control
LLNLA_control_E4,control
LLNLA_control_E7,control
LLNLA_control_E8,control
LLNLA_control_E9,control
LLNLA_control_F10,control
LLNLA_control_F11,control
LLNLA_control_F12,control
LLNLA_control_F3,control
LLNLA_control_F4,control
LLNLA_control_F7,control
LLNLA_control_F8,control
LLNLA_control_F9,control
LLNLA_control_G10,control
LLNLA_control_G11,control
LLNLA_control_G12,control
LLNLA_control_G3,control
LLNLA_control_G4,control
LLNLA_control_G7,control
LLNLA_control_G8,control
LLNLA_control_G9,control
LLNLA_control_H10,control
LLNLA_control_H11,control
LLNLA_control_H12,control
LLNLA_control_H3,control
LLNLA_control_H4,control
LLNLA_control_H7,control
LLNLA_control_H8,control
LLNLA_control_H9,control
LLNLC_168_A10,168
LLNLC_168_A11,168
LLNLC_168_A12,168
LLNLC_168_A2,168
LLNLC_168_A3,168
LLNLC_168_A4,168
LLNLC_168_A7,168
LLNLC_168_A8,168
LLNLC_168_A9,168
LLNLC_168_B10,168
LLNLC_168_B11,168
LLNLC_168_B12,168
LLNLC_168_B3,168
LLNLC_168_B4,168
LLNLC_168_B7,168
LLNLC_168_B8,168
LLNLC_168_B9,168
LLNLC_168_C10,168
LLNLC_168_C11,168
LLNLC_168_C12,168
LLNLC_168_C3,168
LLNLC_168_C4,168
LLNLC_168_C7,168
LLNLC_168_C8,168
LLNLC_168_C9,168
LLNLC_168_D10,168
LLNLC_168_D11,168
LLNLC_168_D12,168
LLNLC_168_D3,168
LLNLC_168_D4,168
LLNLC_168_D7,168
LLNLC_168_D8,168
LLNLC_168_D9,168
LLNLC_168_E1,168
LLNLC_168_E10,168
LLNLC_168_E11,168
LLNLC_168_E12,168
LLNLC_168_E3,168
LLNLC_168_E4,168
LLNLC_168_E7,168
LLNLC_168_E8,168
LLNLC_168_F10,168
LLNLC_168_F11,168
LLNLC_168_F12,168
LLNLC_168_F3,168
LLNLC_168_F4,168
LLNLC_168_F7,168
LLNLC_168_F8,168
LLNLC_168_F9,168
LLNLC_168_G10,168
LLNLC_168_G12,168
LLNLC_168_G3,168
LLNLC_168_G4,168
LLNLC_168_G7,168
LLNLC_168_G8,168
LLNLC_168_G9,168
LLNLC_168_H10,168
LLNLC_168_H12,168
LLNLC_168_H3,168
LLNLC_168_H4,168
LLNLC_168_H7,168
LLNLC_168_H8,168
LLNLC_168_H9,168
LLNLC_6051_A2,6051
LLNLC_6051_A3,6051
LLNLC_6051_A4,6051
LLNLC_6051_A7,6051
LLNLC_6051_A8,6051
LLNLC_6051_A9,6051
LLNLC_6051_B3,6051
LLNLC_6051_B4,6051
LLNLC_6051_B7,6051
LLNLC_6051_B8,6051
LLNLC_6051_B9,6051
LLNLC_6051_C3,6051
LLNLC_6051_C4,6051
LLNLC_6051_C7,6051
LLNLC_6051_C8,6051
LLNLC_6051_C9,6051
LLNLC_6051_D3,6051
LLNLC_6051_D4,6051
LLNLC_6051_D7,6051
LLNLC_6051_D8,6051
LLNLC_6051_D9,6051
LLNLC_6051_E1,6051
LLNLC_6051_E3,6051
LLNLC_6051_E4,6051
LLNLC_6051_E7,6051
LLNLC_6051_E8,6051
LLNLC_6051_E9,6051
LLNLC_6051_F3,6051
LLNLC_6051_F4,6051
LLNLC_6051_F7,6051
LLNLC_6051_F8,6051
LLNLC_6051_F9,6051
LLNLC_6051_G3,6051
LLNLC_6051_G4,6051
LLNLC_6051_G7,6051
LLNLC_6051_G8,6051
LLNLC_6051_G9,6051
LLNLC_6051_H3,6051
LLNLC_6051_H4,6051
LLNLC_6051_H7,6051
LLNLC_6051_H8,6051
LLNLC_6051_H9,6051
LLNLC_control_A10,control
LLNLC_control_A11,control
LLNLC_control_A12,control
LLNLC_control_A2,control
LLNLC_control_A3,control
LLNLC_control_A4,control
LLNLC_control_A7,control
LLNLC_control_A8,control
LLNLC_control_A9,control
LLNLC_control_B10,control
LLNLC_control_B11,control
LLNLC_control_B12,control
LLNLC_control_B3,control
LLNLC_control_B4,control
LLNLC_control_B7,control
LLNLC_control_B8,control
LLNLC_control_B9,control
LLNLC_control_C10,control
LLNLC_control_C11,control
LLNLC_control_C12,control
LLNLC_control_C3,control
LLNLC_control_C4,control
LLNLC_control_C7,control
LLNLC_control_C8,control
LLNLC_control_C9,control
LLNLC_control_D10,control
LLNLC_control_D11,control
LLNLC_control_D12,control
LLNLC_control_D3,control
LLNLC_control_D4,control
LLNLC_control_D7,control
LLNLC_control_D8,control
LLNLC_control_D9,control
LLNLC_control_E1,control
LLNLC_control_E10,control
LLNLC_control_E11,control
LLNLC_control_E12,control
LLNLC_control_E3,control
LLNLC_control_E4,control
LLNLC_control_E7,control
LLNLC_control_E8,control
LLNLC_control_E9,control
LLNLC_control_F10,control
LLNLC_control_F11,control
LLNLC_control_F12,control
LLNLC_control_F3,control
LLNLC_control_F4,control
LLNLC_control_F7,control
LLNLC_control_F8,control
LLNLC_control_F9,control
LLNLC_control_G10,control
LLNLC_control_G11,control
LLNLC_control_G12,control
LLNLC_control_G3,control
LLNLC_control_G4,control
LLNLC_control_G7,control
LLNLC_control_G8,control
LLNLC_control_G9,control
LLNLC_control_H10,control
LLNLC_control_H11,control
LLNLC_control_H12,control
LLNLC_control_H3,control
LLNLC_control_H4,control
LLNLC_control_H7,control
LLNLC_control_H8,control
LLNLC_control_H9,control
